Nom,siren,Descriptif,Profil,Nature (X),Tech (Y),Domaine,Marché Géographique,Client,Distrib.,Biz Model,Date création,Date cessation,APE (ref),Catégorie d'entreprise,Statut juridique,Adresse siège,Département,Nationalité,Soc à Mission,Site web
Mes parents et moi,849998430,"Accompagnement des personnes âgées en perte d’autonomie et de leurs aidants à travers des ateliers collectifs, aide ménagère, livraison de courses, assistance administrative et services de conciergerie pour simplifier leur quotidien et maintenir un lien social.",Service humain,Service,Low Tech,Vie pratique,Local,Bénéficiaires,B2C,Abonnement,2019/04/07,,88.10A,PME,Société par actions simplifiée,6 RUE DE LA HALLE 76500 ELBEUF,76,France,No,https://mesparentsetmoi.com
Merci Max,804275667,"Plateforme solidaire mettant en relation des retraités avec des habitants pour offrir des services d'aide administrative, de bricolage, de jardinage et de soutien scolaire, favorisant l'entraide locale et l'inclusion sociale.",Service humain,Service,Low Tech,Vie pratique,Local,Bénéficiaires,B2C,Marketplace,2014/08/01,,62.01Z,PME,Société par actions simplifiée,6 B BOULEVARD PAUL-EMILE VICTOR 92200 NEUILLY-SUR-SEINE,92,France,No,https://www.mercimax.com
Merci Julie,824513527,Service d'ergothérapie dédié à l'adaptation de logements pour les seniors.,Service humain,Service,Low Tech,Autonomie,National,Bénéficiaires,B2B2C,Pay to play,2016/12/01,,88.10A,PME,Société par actions simplifiée,9-11 9 AVENUE DU VAL DE FONTENAY 94120 FONTENAY-SOUS-BOIS,94,France,No,https://www.merci-julie.fr
MDSAP,488755646,"Coopérative regroupant des spécialistes indépendants offrant des services à domicile tels que l’aide aux seniors, le ménage, la garde d’enfants, le soutien scolaire, le jardinage et l’assistance administrative, tout en favorisant un modèle d’entrepreneuriat coopératif.",Service humain,Service,Low Tech,Vie pratique,National,Bénéficiaires,B2C,Abonnement,2006/02/27,,88.10A,PME,Société anonyme à conseil d'administration,10 RUE SAINT-MARC 75002 PARIS,75,France,No,https://www.mdsap.fr/
Mamie Lucette,897445300,"Service de compagnie pour les personnes âgées, favorisant des échanges intergénérationnels afin de lutter contre l'isolement et d'améliorer le quotidien des aînés grâce à des accompagnements personnalisés.",Service humain,Service,Low Tech,Vie pratique,Local,Bénéficiaires,B2C,Abonnement,2021/03/23,,88.10A,PME,Société par actions simplifiée,3 RUE DE LA MONNAIE 37000 TOURS,37,France,No,https://mamielucette.com
Mamie Boom,892255191,"Un réseau d'étudiants certifiés fournit une assistance à domicile auprès des personnes âgées, offrant compagnie et soutien dans les EHPAD et à domicile.",Service humain,Service,Low Tech,Vie pratique,National,Bénéficiaires,B2C,Abonnement,2020/12/16,,88.10A,PME,Société par actions simplifiée,18 AVENUE DE LA RESISTANCE 93100 MONTREUIL,93,France,No,https://www.mamie-boom.com
Maison & Services,480628387,"Réseau spécialisé dans l’entretien du domicile, offrant des services de ménage, repassage, jardinage et nettoyage, adaptés aux besoins des seniors et des familles.",Service humain,Service,Low Tech,Vie pratique,National,Bénéficiaires,B2C,Abonnement,2005/01/01,,82.99Z,ETI,Société à responsabilité limitée (SARL),BATIMENT PILAUTHE 6 IMPASSE DES TAILLEURS 53810 CHANGE,53,France,No,https://www.maison-et-services.com/
Livsty,834687170,Monétisation du patrimoine immobilier et alternatives au viager.,Service humain,Service,Low Tech,Finances,Local,Bénéficiaires,B2C,Commission,2018/01/01,,62.01Z,PME,Société par actions simplifiée,92 BOULEVARD SUCHET 75016 PARIS,75,France,No,https://www.livsty.fr/
Les Amis d'Hubert,531737799,Partage de moments intergénérationnels à travers un service d'aide à domicile.,Service humain,Service,Low Tech,Communication,National,EMS,B2B,Abonnement,2011/04/01,,94.99Z,,Association loi 1901 ou assimilé,03340 BESSAY-SUR-ALLIER,03,France,No,https://www.lesamisdhubert.com/
3 colonnes,797676749,"Service d'aide à domicile destiné aux bénéficiaires, permettant de faciliter le maintien à domicile en fournissant un soutien adapté aux besoins individuels.",Service humain,Service,Low Tech,Finances,National,Bénéficiaires,B2C,Commission,2013/10/03,,88.10A,PME,Société anonyme à conseil d'administration,8 ROUTE DE CHAMPAGNE 69130 ECULLY,69,France,No,https://www.3colonnes.com/
Junior Senior’s services,489266874,"Services à domicile incluant l’aide aux personnes âgées et handicapées, la garde d’enfants, le ménage, le repassage et le jardinage, visant à améliorer le quotidien des familles et des seniors par des prestations personnalisées et de qualité.",Service humain,Service,Low Tech,Vie pratique,National,Bénéficiaires,B2C,Abonnement,2006/04/01,,88.10A,PME,Société à responsabilité limitée (SARL),7 RUE PIERRE BROSSOLETTE 76600 LE HAVRE,76,France,No,https://www.juniorsenior.fr/
Groupe Zephyr,524965969,"Accompagnement à domicile des personnes âgées et en situation de dépendance, avec des services dédiés au maintien à domicile, à l’aide aux aidants et aux soins.",Service humain,Service,Low Tech,Vie pratique,National,Bénéficiaires,B2C,Abonnement,2010/09/01,,70.10Z,ETI,Société par actions simplifiée,25 RUE DE LA CLEF 75005 PARIS,75,France,No,https://groupe-zephyr.fr/
Granny Geek,882014855,"Formation des seniors au numérique, incluant conseil et assistance pour améliorer leur compétence technologique et leur autonomie dans l'utilisation des outils numériques.",Service humain,Service,Low Tech,Vie pratique,National,Bénéficiaires,B2C,Pay to play,2020/01/27,,62.02A,PME,Société par actions simplifiée,C/O ARENAS PARTNERS 455 PROMENADE DES ANGLAIS 06000 NICE,06,France,No,https://www.sos-grannygeek.com
Granny & Charly,884745696,Service d’aide à domicile intergénérationnel mettant en relation des seniors avec de jeunes adultes pour les accompagner dans leurs tâches quotidiennes tout en favorisant des échanges humains et amicaux.,Service humain,Service,Low Tech,Vie pratique,National,Bénéficiaires,B2C,Abonnement,2020/06/24,,88.10A,PME,Société par actions simplifiée,32 RUE GUY MOQUET 92240 MALAKOFF,92,France,No,https://grannycharly.fr/
"FRI / LIV ",893290841,Un programme de coaching collectif de huit semaines destiné aux jeunes et futurs retraités pour les aider à trouver et à mettre en œuvre de nouveaux projets inspirants en accord avec leurs souhaits en fin de carrière.,Service humain,Service,Low Tech,Lifestyle,Local,Bénéficiaires,B2B2C,Pay to play,2021/01/14,,70.22Z,PME,Société par actions simplifiée,17 AVENUE DE LA DEVINIERE 44000 NANTES,44,France,No,https://friliv.fr/
fmAdom,790461461,"Assistance administrative à domicile pour faciliter les démarches des bénéficiaires, en se déplaçant avec le matériel nécessaire pour établir dossiers et courriers, tout en intervenant principalement dans le Calvados, Normandie.",Service humain,Service,Low Tech,Vie pratique,Local,Bénéficiaires,B2C,Pay to play,2013/01/11,,96.09Z,PME,Entrepreneur individuel,3 RUE DU LABRADOR 14123 CORMELLES-LE-ROYAL,14,France,No,https://www.fmadom.fr/
Familles Solidaires,789401205,"Permettre aux personnes fragilisées par l'âge, la maladie ou le handicap de vivre en communauté dans des habitats partagés et accompagnés.",Service humain,Service,Low Tech,Ecosystème,National,Bénéficiaires,B2B2C,Loyer,2012/05/07,,93.29Z,PME,Association loi 1901 ou assimilé,25 RUE JACQUES BEL AIR II 97441 SAINTE-SUZANNE,97,France,No,https://familles-solidaires.com/
Expert Autonomie,880446141,"Accompagnement des seniors dans le maintien de leur autonomie à Bordeaux Métropole par la coordination de solutions personnalisées telles que l'aménagement du domicile, la recherche de résidences seniors ou d'Ehpad, et la mise en place d'aides adaptées.",Service humain,Service,Low Tech,Autonomie,Local,Bénéficiaires,B2C,Pay to play,2020/01/07,,96.09Z,PME,Entrepreneur individuel,77 RUE DE LA CROIX BLANCHE 33000 BORDEAUX,33,France,No,https://www.expertautonomie.com
Eurasenior,409044203,"Incubateur-accélérateur spécialisé en silver économie, situé à Arras, soutenant les entrepreneurs et structurant les écosystèmes via des projets transversaux.",Service humain,Service,Low Tech,Ecosystème,National,Entreprises,B2B,Subventions,1996/10/01,,72.19Z,PME,Groupement d'intérêt économique,PARC EURASANTE 70 RUE DU DOCTEUR YERSIN 59120 LOOS,59,France,No,https://www.eurasenior.fr/
Ernesti,829863042,"Service de garde de nuit pour seniors assuré par des étudiants en santé, offrant une présence rassurante et une aide personnalisée à domicile.",Service humain,Service,Low Tech,Vie pratique,National,Bénéficiaires,B2C,Abonnement,2017/05/29,,82.99Z,PME,Société par actions simplifiée,16 CHEMIN DES BARTHES 33550 LE TOURNE,33,France,No,https://ernesti.fr/
Envie d'Ailleurs,879448629,"Accompagnement des seniors lors de leur transition de logement, avec aide à la vente, à l’achat ou à l’aménagement du domicile pour s’adapter aux besoins du grand âge.",Service humain,Service,Low Tech,Vie pratique,Local,Bénéficiaires,B2C,Pay to play,2019/12/03,,68.31Z,PME,Société par actions simplifiée,86 B RUE PRINCIPALE 10320 CRESANTIGNES,10,France,No,https://enviedailleurs-immobilier.fr
Elenoo,904921103,"Réseau d’aidants de proximité prêt à intervenir en cas de chute d’une personne âgée, via une application mobile pour assurer une assistance rapide et rassurante.",Service humain,Service,Low Tech,Vie pratique,National,Bénéficiaires,B2B2C,Abonnement,2022/01/02,,88.10A,PME,Société par actions simplifiée,86 AVENUE GEORGES CLEMENCEAU 94360 BRY-SUR-MARNE,94,France,No,https://elenoo.fr
Dillan,890272222,"Solution de vente en viager permettant aux seniors de libérer une partie du capital de leur bien immobilier tout en continuant à y vivre, offrant des transactions simples, rapides et transparentes pour financer des projets, des soins ou des donations.",Service humain,Service,Low Tech,Finances,Local,Bénéficiaires,B2C,Commission,2020/10/26,,68.31Z,PME,Société par actions simplifiée,39 BOULEVARD BEAUMARCHAIS 75003 PARIS,75,France,No,https://www.dillan.fr
Destia,903396844,"Aide à domicile pour les bénéficiaires, axée sur des services à la personne, avec un modèle d'abonnement et une couverture nationale.",Service humain,Service,Low Tech,Vie pratique,National,Bénéficiaires,B2C,Abonnement,2021/09/16,,64.20Z,ETI,Société par actions simplifiée,895 RUE DE LA BERGERESSE 45160 OLIVET,45,France,No,https://www.destia.fr/
Colette,881024145,"Développement de services complémentaires visant à maintenir les seniors à domicile, incluant la cohabitation intergénérationnelle et une application mobile favorisant les rencontres amicales et les loisirs entre seniors.",Service humain,Service,Low Tech,Lifestyle,Local,Bénéficiaires,B2C,Abonnement,2020/01/20,,63.12Z,PME,Société par actions simplifiée,14 AVENUE DU GENERAL DE GAULLE 94160 SAINT-MANDE,94,France,No,https://www.colette.club/
Clubster NSL,441487063,"Réseau professionnel regroupant des membres de l'industrie, de la recherche et du soin, axé sur l'innovation dans les domaines de la santé, de la nutrition et du bien-vieillir.",Service humain,Service,Low Tech,Ecosystème,National,Entreprises,B2B,Abonnement,1995/04/28,,94.99Z,PME,Association loi 1901 ou assimilé,PARC EURASANTE 310 AVENUE EUGENE AVINEE 59120 LOOS,59,France,No,https://www.clubster-nsl.com/
La Charly's Family,883187783,Organise des activités culturelles pour les seniors dans la ville de Nice.,Service humain,Service,Low Tech,Lifestyle,Local,Bénéficiaires,B2C,Pay to play,2020/04/23,,62.01Z,PME,Société par actions simplifiée,34 RUE GIOFFREDO 06000 NICE,06,France,No,https://www.charlysfamily.com
CDE-SAP Dolce Casa Service,432719573,"Coopérative d'activité fournissant des services à la personne, axée sur l'économie des seniors, offrant des solutions de nettoyage courant des bâtiments.",Service humain,Service,Low Tech,Vie pratique,Local,Entreprises,B2B,Abonnement,2000/09/01,,81.21Z,PME,Société à responsabilité limitée (SARL),83 VOIE LA CANEBIERE 13001 MARSEILLE,13,France,No,https://www.dolcecasa-services.com/
Bel’Avie,817738610,Accompagnement pour l'adaptation de l'hébergement avec réactivité et simplicité sur tout le territoire français.,Service humain,Service,Low Tech,Santé,National,Bénéficiaires,B2B2C,Pay to play,2016/01/11,,71.12B,PME,Société par actions simplifiée,92 AVENUE DU GENERAL DE GAULLE 94000 CRETEIL,94,France,No,https://bel-avie.com
Béguinage et Compagnie,811852961,"Assistance à la maîtrise d'usage sur les projets d'habitat partagé ou groupé, facilitant la création de groupes de cohabitants.",Service humain,Service,Low Tech,Ecosystème,National,Etat et collectivités publiques,B2G,Pay to play,2015/06/01,,66.30Z,PME,Société par actions simplifiée,69 B RUE FRANKLIN ROOSEVELT 59420 MOUVAUX,59,France,No,https://www.beguinage-et-compagnie.fr/
Axeo Services,489420075,"Réseau d’agences offrant des services à domicile tels que le ménage, le jardinage, le bricolage, la garde d’enfants et l'aide aux seniors, visant à simplifier le quotidien des particuliers avec des prestations personnalisées et accessibles partout en France.",Service humain,Service,Low Tech,Vie pratique,National,Bénéficiaires,B2C,Abonnement,2006/03/15,,96.09Z,GE,Société par actions simplifiée,45 RUE MAURICE BERTEAUX 78600 LE MESNIL-LE-ROI,78,France,No,https://www.axeoservices.fr/
Réseau Auxi’life,534957451,"Un réseau d’aide à domicile accompagne les personnes fragilisées par l’âge, la maladie, le handicap ou une sortie d’hospitalisation en offrant des services adaptés, incluant soutien aux aidants, inclusion scolaire et suivi personnalisé.",Service humain,Service,Low Tech,Vie pratique,National,Bénéficiaires,B2C,Abonnement,2011/08/10,,64.20Z,ETI,Société par actions simplifiée,13 RUE REMY DUMONCEL 75014 PARIS,75,France,No,https://www.auxilife.fr/
Agence Autonomy,813144649,Interlocuteur unique pour les personnes nécessitant de l'aide dans l'adaptation du domicile et l'organisation de la vie quotidienne.,Service humain,Service,Low Tech,Ecosystème,Local,Entreprises,B2B,Subventions,2015/08/13,,82.30Z,PME,Société par actions simplifiée,10 RUE DE PENTHIEVRE 75008 PARIS,75,France,No,https://www.agence-autonomy.fr/
Au bout du fil,499400794,"Service d'abonnement destiné aux bénéficiaires, axé sur le mode de vie, offrant des ressources et des activités variées pour encourager l'engagement communautaire.",Service humain,Service,Low Tech,Lifestyle,National,Bénéficiaires,B2B2C,Abonnement,2007/04/30,,94.99Z,PME,Association loi 1901 ou assimilé,13 RUE DES ENVIERGES 75020 PARIS,75,France,No,https://www.auboutdufil.org/
Service civique senior,892474776,Lutte contre l'isolement des personnes âgées et renforcement des liens intergénérationnels à travers des actions sociales.,Service humain,Service,Low Tech,Vie pratique,National,Etat et collectivités publiques,B2G,Abonnement,2021/01/01,,88.99B,PME,Association loi 1901 ou assimilé,1ER ETAGE 21 BOULEVARD NEY 75018 PARIS,75,France,No,https://www.sc-solidariteseniors.fr/
Amelis,481209500,Services d'aide à domicile destinés à améliorer l'autonomie des bénéficiaires en offrant un soutien personnalisé et adapté à leurs besoins quotidiens.,Service humain,Service,Low Tech,Autonomie,National,Bénéficiaires,B2C,Abonnement,2005/02/25,,88.10A,GE,Société par actions simplifiée,38 RUE BLOMET 75015 PARIS,75,France,No,https://www.amelis-services.com/
Alphonse,830858064,"Aide les personnes de 55 ans et plus à comprendre leurs droits, explorer leurs options de départ et concevoir des projets de retraite personnalisés.",Service humain,Service,Low Tech,Vie pratique,National,Bénéficiaires,B2B2C,Pay to play,2017/07/01,,62.01Z,PME,Société par actions simplifiée,18 RUE BARBES 92120 MONTROUGE,92,France,No,https://lestalentsdalphonse.com/
"Allo Louis ",880008610,"Un service qui connecte les personnes âgées et des étudiants de confiance du quartier pour une aide rémunérée à domicile, favorisant un échange privilégié entre les générations et améliorant la qualité de vie des seniors.",Service humain,Service,Low Tech,Vie pratique,National,Bénéficiaires,B2B2C,Abonnement,2019/12/09,,63.12Z,PME,Société par actions simplifiée,10 RUE DE PENTHIEVRE 75008 PARIS,75,France,No,https://www.allolouis.com/
Alliance Vie,515068724,Service d'aide à domicile destiné à accompagner les bénéficiaires dans leur vie quotidienne.,Service humain,Service,Low Tech,Autonomie,National,Bénéficiaires,B2C,Abonnement,2009/09/10,,74.90B,ETI,Société par actions simplifiée,6 AVENUE DE CHATEAU DU LOIR 92400 COURBEVOIE,92,France,No,https://www.alliance-vie.com/
Ages et Perspectives,489433227,"Assistance à domicile pour les personnes âgées, malades ou en situation de handicap, avec des assistants de vie qualifiés offrant un accompagnement personnalisé.",Service humain,Service,Low Tech,Autonomie,National,Bénéficiaires,B2C,Abonnement,2006/03/30,,88.10A,ETI,Société par actions simplifiée,29 COURS LAFAYETTE 69006 LYON,69,France,No,https://www.ageetperspectives.com/
Age d'Or Services,418523700,Service d'aide à domicile visant à améliorer l'autonomie des bénéficiaires en offrant des services personnalisés adaptés à leurs besoins.,Service humain,Service,Low Tech,Autonomie,National,Bénéficiaires,B2C,Abonnement,1998/04/01,,93.0N,,Société à responsabilité limitée (SARL),LE FABRINA 220 AVENUE DE FABRON 06200 NICE,06,France,No,https://www.agedorservices.com/
AD Seniors,500108642,"Réseau spécialisé dans l’aide à domicile pour les personnes âgées et en situation de handicap, offrant des services d'accompagnement aux sorties, d'aide aux actes quotidiens, de ménage, de présence de nuit et de retour d'hospitalisation, avec un suivi personnalisé.",Service humain,Service,Low Tech,Autonomie,National,Bénéficiaires,B2C,Abonnement,2007/09/15,,88.10A,ETI,Société par actions simplifiée,77 RUE DE VAUGIRARD 75006 PARIS,75,France,No,https://www.adseniors.com/
Bonjour Retraite,,Supports et services d’information destinés aux jeunes retraités pour les aider à mieux comprendre les services offerts par la mairie et les associations locales.,Solution accompagnée,Hybride,Low Tech,Vie pratique,Local,Etat et collectivités publiques,B2G,Autre,2025/01/01,,,,Collectif,,75,France,No,
"L'adaptelier ",984793760,"Adaptation de vêtements et sélection de vêtements de seconde main adaptés pour garantir confort, autonomie et dignité au quotidien, tout en choisissant une mode inclusive et éco-responsable.",Solution accompagnée,Hybride,Low Tech,Lifestyle,National,Bénéficiaires,"B2B, B2B2C, B2C",Pay to play,2024/02/16,,14.13Z,,Société par actions simplifiée,RUCHES D'HELLEMMES 121 RUE CHANZY 59800 LILLE,59,France,No,https://ladaptelier.fr
Silver Geek,838089670,"Améliore la santé et le bien-être des séniors tout en développant les liens sociaux et intergénérationnels, tout en réduisant la fracture numérique grâce à des ateliers numériques, des compétitions Esport, et des projets de recherche-innovation.",Solution accompagnée,Hybride,Low Tech,Lifestyle,National,Bénéficiaires,"B2B, B2B2C, B2C, B2G",Subventions,2018/01/22,,94.99Z,PME,Association loi 1901 ou assimilé,LD LA BOUJALIERE 79140 LE PIN,79,France,No,https://silver-geek.org/
Fondation de Rothschild,775681091,"Accueille et accompagne les personnes vulnérables à tous les âges de la vie, en dirigeant des établissements sociaux, sanitaires et médico-sociaux en région francilienne.",Solution accompagnée,Hybride,Low Tech,Logement,National,Bénéficiaires,B2C,Subventions,1900/01/01,,88.99B,ETI,Fondation,76 RUE DE PICPUS 75012 PARIS,75,France,No,https://www.fondation-de-rothschild.fr/
Diet and Sport Coaching,894734185,"Accompagnement nutritionnel et programmes d’activité physique adaptés aux besoins spécifiques des individus, visant à améliorer le bien-être et la santé, tout en favorisant un vieillissement en bonne santé pour les seniors.",Solution accompagnée,Hybride,Low Tech,Santé,Local,Bénéficiaires,"B2B, B2B2C, B2C",Abonnement,2020/09/01,,93.29Z,PME,Société par actions simplifiée,124 AVENUE DES CHAMPS LASNIERS 91940 LES ULIS,91,France,No,https://diet-sport-coaching.fr/
GENERACIO,820030328,Cabinet d'études et de recherche accompagnant les acteurs publics et privés dans la prise en compte des enjeux liés au vieillissement de la population et aux dynamiques intergénérationnelles.,Solution accompagnée,Hybride,Low Tech,Ecosystème,National,Entreprises,B2B,Autre,2016/05/01,,70.22Z,PME,Société par actions simplifiée,24 RUE DE CLICHY 75009 PARIS,75,France,No,www.generacio.fr
Madabé,923747190,Lutte contre la solitude des seniors autonomes à travers des ateliers de réflexion et des petits habitats partagés et inclusifs pour 6 à 8 retraités autonomes.,Solution accompagnée,Hybride,Low Tech,Lifestyle,Local,Bénéficiaires,B2C,Autre,2023/06/29,,94.99Z,,Association loi 1901 ou assimilé,15 CHEMIN DES PRADELS 13710 FUVEAU,13,France,No,https://madabe.fr/
Planète Grise,432843548,"Cabinet d'études et de communication qui se concentre sur l'événementiel, le conseil et le développement de réflexions autour des enjeux du secteur médico-social et de l'aide à domicile.",Solution accompagnée,Hybride,Low Tech,Ecosystème,National,Entreprises,B2B,Abonnement,2000/10/01,,70.22Z,PME,Société à responsabilité limitée (SARL),55 B RUE DE LYON 75012 PARIS,75,France,No,www.matieres-grises.fr
Silver Innov,,"Pépinière et hôtel d'entreprises dédiés à la Silver Économie, offrant des solutions d'hébergement modulables et un accompagnement personnalisé pour les startups dans les domaines de la santé, du vieillissement et du handicap.",Solution accompagnée,Hybride,Low Tech,Ecosystème,Local,Entreprises,B2B,Loyer,2016/02/22,,,,Etablissement public,54 Rue Molière 94200 Ivry-sur-Seine,94,France,No,https://silver-innov.fr/
Humains & Compagnie,932152077,"Création d'espaces de vie innovants en containers recyclés, implantés dans les EHPAD, favorisant les interactions intergénérationnelles et le bien-être des résidents et de leurs animaux de compagnie.",Solution accompagnée,Hybride,Low Tech,Lifestyle,National,EMS,B2B,Pay to play,2024/07/12,,72.20Z,,Société par actions simplifiée,7 RUE CARCEL 75015 PARIS,75,France,No,https://www.humainsandco.com/
Domicile Service Seniors,519107452,"Spécialiste de l’adaptation et de l’aménagement de domicile pour les seniors, offrant des solutions pour améliorer leur autonomie à domicile.",Solution accompagnée,Hybride,Low Tech,Autonomie,Local,Bénéficiaires,B2C,Pay to play,2010/01/04,,74.90B,,Entrepreneur individuel,280 RUE JAMES WATT 66100 PERPIGNAN,66,France,No,https://www.domicileservicesseniors.fr/
Maison Daddy,987574050,"Structure spécialisée dans l'habitat inclusif intergénérationnel, avec un café ouvert vers l'extérieur favorisant la rencontre.",Solution accompagnée,Hybride,Low Tech,Logement,National,Bénéficiaires,B2C,Loyer,2024/03/05,,68.20A,,Société par actions simplifiée,28 RUE DE CUIRE 69004 LYON,69,France,No,https://www.maisondaddy.fr/
Cabinet Plenita,389290131,"Courtier d'assurance spécialisé dans les Établissements et Services Sociaux et Médico-sociaux, offrant des solutions sur mesure en responsabilité civile, dommages aux biens, risques cyber et autres domaines assurantiels.",Solution accompagnée,Hybride,Low Tech,Ecosystème,National,EMS,B2B,Abonnement,1992/11/26,,66.22Z,PME,Société par actions simplifiée,21 RUE DROUOT 75009 PARIS,75,France,No,https://www.plenita.fr/
Gérontopôle Normandie,834961468,"Réseau d’expertise et d’innovation dédié à l’accompagnement du vieillissement de la population, fédérant des acteurs publics et privés autour de projets en urbanisme, santé, mobilité et silver économie.",Solution accompagnée,Hybride,Low Tech,Ecosystème,Local,Entreprises,,Abonnement,2017/11/27,,88.99B,PME,Association loi 1901 ou assimilé,LA HUNE 154 RUE VICTOR HUGO 76600 LE HAVRE,76,France,No,https://www.gerontopole-normandie.fr/
PGI,790620546,"Structure visant à améliorer la qualité de vie des personnes âgées par le développement d'actions dans la silver économie, la prévention et l'accompagnement territorial.",Solution accompagnée,Hybride,Low Tech,Ecosystème,Local,Entreprises,B2B,Abonnement,2012/12/10,,94.99Z,PME,Association loi 1901 ou assimilé,2 RUE DENIS PAPIN 25000 BESANCON,25,France,No,https://www.pole-gerontologie.fr/
Gérontopôle Nouvelle Aquitaine,130020860,"Un pôle d’expertise et d’action fédère les acteurs de la santé, du médico-social, de la recherche et des collectivités pour améliorer la qualité de vie des personnes âgées en soutenant l’innovation et les initiatives locales.",Solution accompagnée,Hybride,Low Tech,Ecosystème,Local,Entreprises,"B2B, B2G",Abonnement,2015/01/21,,84.12Z,PME,Autre personne morale de droit public administratif,27 BOULEVARD DE LA CORDERIE 87000 LIMOGES,87,France,No,https://gerontopole-na.fr/
Caisse des dépôts,180020026,"Institution financière publique jouant un rôle clé dans le développement économique et social, en soutenant les politiques publiques des collectivités et de l'État.",Solution accompagnée,Hybride,Low Tech,Ecosystème,National,Etat et collectivités publiques,B2G,Subventions,1982/01/01,,64.19Z,GE,Autre personne morale de droit public administratif,56 RUE DE LILLE 75007 PARIS,75,France,No,https://www.caissedesdepots.fr/
Fondation Médéric Alzheimer,428994008,Organisation d’utilité publique soutenant la recherche sur la maladie d'Alzheimer et développant des actions pour améliorer la qualité de vie des malades tout en favorisant une société inclusive face au vieillissement cognitif.,Solution accompagnée,Hybride,Low Tech,Ecosystème,International (Eu),Entreprises,"B2B, B2G",Subventions,1999/11/02,,94.99Z,PME,Fondation,5 RUE DES RECULETTES 75013 PARIS,75,France,No,https://www.fondation-mederic-alzheimer.org/
Silver Valley,533195194,"Pôle d'innovation dédié à la Silver Économie, accompagnant le développement de solutions visant à améliorer la qualité de vie des seniors.",Solution accompagnée,Hybride,Low Tech,Ecosystème,International (Eu),Entreprises,B2B,Abonnement,2010/10/08,,94.99Z,PME,Association loi 1901 ou assimilé,54 RUE MOLIERE 94200 IVRY-SUR-SEINE,94,France,No,https://silvervalley.fr/
Previo,852725407,"Permet de valoriser le patrimoine immobilier des seniors en leur permettant de vendre la nue-propriété de leur bien tout en conservant le droit d'y vivre, offrant ainsi un capital immédiatement disponible pour financer des projets personnels ou prévoir des soins futurs.",Solution accompagnée,Hybride,Low Tech,Finances,National,Bénéficiaires,B2C,Commission,2019/06/14,,58.29C,PME,Société par actions simplifiée,17 RUE DE REMUSAT 75016 PARIS,75,France,No,https://www.previo-seniors.com/
Silver Alliance,839664901,"Une sélection de produits et services dédiés aux seniors, visant à améliorer leur autonomie et leur qualité de vie à domicile, couvrant des domaines tels que l'habitat, la téléassistance, la santé, les loisirs et l'aide administrative.",Solution accompagnée,Hybride,Low Tech,Ecosystème,National,Bénéficiaires,"B2B, B2B2C",Abonnement,2018/02/22,,70.22Z,GE,Société par actions simplifiée,85 BOULEVARD MARIE ET ALEXANDRE OYON 72100 LE MANS,72,France,No,https://www.silveralliance.com/
Maisons Marguerite,849410907,Réseau d'accompagnement à la création et à la gestion de maisons partagées pour seniors.,Solution accompagnée,Hybride,Low Tech,Logement,National,Bénéficiaires,"B2B, B2C",Loyer,2019/03/05,,88.99B,PME,Société par actions simplifiée,5 RUE GERMAINE TILLION 43120 MONISTROL-SUR-LOIRE,43,France,No,www.maisonsmarguerite.com
Mobilaug,810784793,"Accompagnement dans l'adaptation et la rénovation de logements clés en main pour les séniors et les personnes en situation de handicap, offrant des solutions sur-mesure qui allient confort et esthétique.",Solution accompagnée,Hybride,Low Tech,Autonomie,National,Bénéficiaires,"B2B, B2B2C, B2C",Autre,2015/04/01,,74.90A,PME,Société à responsabilité limitée (SARL),1-3 1 PLACE GIOVANNI DA VERRAZZANO 69009 LYON,69,France,No,www.mobilaug.com
SENIORYTA,948241690,"Des maisons partagées à taille humaine, conçues pour offrir un cadre de vie chaleureux et sécurisé aux seniors en début de perte d’autonomie, favorisant l’autonomie et la participation des résidents aux activités quotidiennes.",Solution accompagnée,Hybride,Low Tech,Logement,National,Bénéficiaires,B2C,Loyer,2023/01/13,,41.20B,,Société par actions simplifiée,52 COURS TOLSTOI 69100 VILLEURBANNE,69,France,Yes,senioryta.fr
Monetivia,812572170,"Transaction immobilière entre un senior propriétaire souhaitant continuer à habiter dans son bien et un investisseur de long terme, garantissant une transaction équilibrée et supprimant le risque de longévité pour les deux parties.",Solution accompagnée,Hybride,Low Tech,Finances,National,Bénéficiaires,"B2B2C, B2C",Commission,2015/06/29,,68.31Z,PME,Société par actions simplifiée,6 AVENUE MARCEAU 75008 PARIS,75,France,No,https://www.monetivia.com/
Fédération nationale des Marpa,391529195,"Réseau de maisons regroupant des logements privatifs avec des espaces de vie collectifs, favorisant l'autonomie des résidents à travers des activités sociales et culturelles.",Solution accompagnée,Hybride,Low Tech,Logement,National,Bénéficiaires,B2C,Loyer,1992/11/24,,94.99Z,PME,Association loi 1901 ou assimilé,19 RUE DE PARIS 93000 BOBIGNY,93,France,No,https://www.marpa.fr/
Sosen,951112986,"Spécialisation dans l’aménagement du domicile des séniors avec des services d'assistance à maîtrise d'ouvrage, incluant le diagnostic d'autonomie, l'élaboration de propositions d’aménagement, l'aide administrative et le suivi des travaux.",Solution accompagnée,Hybride,Low Tech,Autonomie,National,Bénéficiaires,B2C,Commission,2023/03/23,,71.12B,,Société par actions simplifiée,33 BOULEVARD DE VALMY 92700 COLOMBES,92,France,No,https://www.sosen.fr/
